OlinkID	Assay	ensg_id	gene_name	chr_name	begin	end
OID00656	VEGFA	ENSG00000112715	VEGFA	6	43770184	43786487
OID00657	CPE	ENSG00000109472	CPE	4	165361194	165498320
OID00658	KLK13	ENSG00000167759	KLK13	19	51056206	51065114
OID00659	CEACAM1	ENSG00000079385	CEACAM1	19	42507304	42561234
OID00660	MSLN	ENSG00000102854	MSLN	16	760762	768865
OID00661	TNFSF13	ENSG00000161955	TNFSF13	17	7558292	7561608
OID00662	EGF	ENSG00000138798	EGF	4	109912884	110012266
OID00663	TNFRSF6B	ENSG00000243509	TNFRSF6B	20	63696668	63698684
OID00664	SYND1	ENSG00000115884	SDC1	2	20200797	20225433
OID00665	TGFR-2	ENSG00000163513	TGFBR2	3	30606502	30694142
OID00667	CD48	ENSG00000117091	CD48	1	160678746	160711851
OID00668	SCAMP3	ENSG00000116521	SCAMP3	1	155255979	155262430
OID00669	LY9	ENSG00000122224	LY9	1	160796074	160828261
OID00670	IFN-gamma-R1	ENSG00000027697	IFNGR1	6	137197484	137219449
OID00671	ITGAV	ENSG00000138448	ITGAV	2	186590065	186680901
OID00672	TRAIL	ENSG00000121858	TNFSF10	3	172505508	172523507
OID00673	hK11	ENSG00000167757	KLK11	19	51022216	51028039
OID00674	GPC1	ENSG00000063660	GPC1	2	240435671	240468078
OID00675	TFPI-2	ENSG00000105825	TFPI2	7	93885397	93890991
OID00676	hK8	ENSG00000129455	KLK8	19	50996007	51002711
OID00677	VEGFR-2	ENSG00000128052	KDR	4	55078477	55125589
OID00678	LYPD3	ENSG00000124466	LYPD3	19	43460787	43465660
OID00679	PODXL	ENSG00000128567	PODXL	7	131500262	131558217
OID00680	S100A4	ENSG00000196154	S100A4	1	153543613	153550136
OID00681	IGF1R	ENSG00000140443	IGF1R	15	98648971	98964530
OID00682	ERBB2	ENSG00000141736	ERBB2	17	39687914	39730426
OID00683	ERBB3	ENSG00000065361	ERBB3	12	56079857	56103505
OID00684	SCF	ENSG00000049130	KITLG	12	88492793	88580851
OID00685	SPARC	ENSG00000113140	SPARC	5	151661096	151687165
OID00686	GZMH	ENSG00000100450	GZMH	14	24606480	24609699
OID00687	TGF-alpha	ENSG00000163235	TGFA	2	70447280	70554193
OID00688	FURIN	ENSG00000140564	FURIN	15	90868592	90883458
OID00689	CYR61	ENSG00000142871	CYR61	1	85580761	85583962
OID00690	hK14	ENSG00000129437	KLK14	19	51077495	51084245
OID00691	FADD	ENSG00000168040	FADD	11	70203163	70207390
OID00692	MetAP 2	ENSG00000111142	METAP2	12	95473520	95515839
OID00693	PVRL4	ENSG00000143217	NECTIN4	1	161070995	161089599
OID00694	FASLG	ENSG00000117560	FASLG	1	172659018	172666874
OID00695	EPHA2	ENSG00000142627	EPHA2	1	16124337	16156087
OID00696	ITGB5	ENSG00000082781	ITGB5	3	124761948	124901418
OID00697	Gal-1	ENSG00000100097	LGALS1	22	37675608	37679806
OID00698	SEZ6L	ENSG00000100095	SEZ6L	22	26169474	26383597
OID00749	GPNMB	ENSG00000136235	GPNMB	7	23235967	23275108
OID00700	CAIX	ENSG00000107159	CA9	9	35673856	35681159
OID00701	MIA	ENSG00000261857	MIA	19	40771648	40777490
OID00702	CTSV	ENSG00000136943	CTSV	9	97029679	97039643
OID00703	CD27	ENSG00000139193	CD27	12	6444867	6451718
OID00704	XPNPEP2	ENSG00000122121	XPNPEP2	X	129738974	129769538
OID00705	ERBB4	ENSG00000178568	ERBB4	2	211375717	212538841
OID00706	HGF	ENSG00000019991	HGF	7	81699006	81770438
OID00707	ADAM 8	ENSG00000151651	ADAM8	10	133262403	133276868
OID00708	5'-NT	ENSG00000135318	NT5E	6	85449584	85495791
OID00709	CDKN1A	ENSG00000124762	CDKN1A	6	36676460	36687339
OID00710	DLL1	ENSG00000198719	DLL1	6	170282206	170306565
OID00711	MK	ENSG00000110492	MDK	11	46380756	46383837
OID00712	ABL1	ENSG00000097007	ABL1	9	130713946	130887675
OID00713	FGF-BP1	ENSG00000137440	FGFBP1	4	15935569	15938740
OID00714	TLR3	ENSG00000164342	TLR3	4	186069152	186088069
OID00715	LYN	ENSG00000254087	LYN	8	55879813	56014168
OID00716	RET	ENSG00000165731	RET	10	43077027	43130351
OID00717	VIM	ENSG00000026025	VIM	10	17228259	17237593
OID00718	TNFRSF19	ENSG00000127863	TNFRSF19	13	23570370	23676104
OID00719	CRNN	ENSG00000143536	CRNN	1	152409243	152414263
OID00720	TCL1A	ENSG00000100721	TCL1A	14	95709967	95714196
OID00721	CD160	ENSG00000117281	CD160	1	145719471	145739288
OID00722	TNFRSF4	ENSG00000186827	TNFRSF4	1	1211326	1214138
OID00723	MIC-A/B	ENSG00000204516	MICB	6	31494881	31511124
OID00724	WISP-1	ENSG00000104415	WISP1	8	133191039	133230344
OID00725	CXL17	ENSG00000189377	CXCL17	19	42428288	42443048
OID00726	PPY	ENSG00000108849	PPY	17	43940804	43942468
OID00727	S100A11	ENSG00000163191	S100A11	1	152032506	152047907
OID00729	ESM-1	ENSG00000164283	ESM1	5	54977864	55022671
OID00730	CD207	ENSG00000116031	CD207	2	70830214	70835822
OID00731	ICOSLG	ENSG00000160223	ICOSLG	21	44222991	44240966
OID00732	WFDC2	ENSG00000101443	WFDC2	20	45469706	45481532
OID00733	CXCL13	ENSG00000156234	CXCL13	4	77511753	77611834
OID00734	MAD homolog 5	ENSG00000113658	SMAD5	5	136132845	136188747
OID00735	ADAM-TS 15	ENSG00000166106	ADAMTS15	11	130448974	130476641
OID00736	CD70	ENSG00000125726	CD70	19	6583183	6604103
OID00737	RSPO3	ENSG00000146374	RSPO3	6	127118604	127197765
OID00738	FR-gamma	ENSG00000110203	FOLR3	11	72114869	72139892
OID00739	CEACAM5	ENSG00000105388	CEACAM5	19	41708585	41729798
OID00740	VEGFR-3	ENSG00000037280	FLT4	5	180601506	180649624
OID00741	MUC-16	ENSG00000181143	MUC16	19	8848844	8981342
OID00742	WIF-1	ENSG00000156076	WIF1	12	65050626	65121566
OID00743	GZMB	ENSG00000100453	GZMB	14	24630954	24634267
OID00744	FCRLB	ENSG00000162746	FCRLB	1	161721563	161728143
OID00745	ANXA1	ENSG00000135046	ANXA1	9	73151757	73170393
OID00746	FR-alpha	ENSG00000110195	FOLR1	11	72189558	72196301
OID01028	CLSPN	ENSG00000092853	CLSPN	1	35720218	35769967
OID01029	DSG4	ENSG00000175065	DSG4	18	31376777	31414912
OID01030	LRP1	ENSG00000123384	LRP1	12	57128493	57213351
OID01031	CLEC1A	ENSG00000150048	CLEC1A	12	10069554	10111627
OID01032	PXN	ENSG00000089159	PXN	12	120210439	120265771
OID01033	SMAD1	ENSG00000170365	SMAD1	4	145481194	145558079
OID01034	ALDH3A1	ENSG00000108602	ALDH3A1	17	19737984	19748943
OID01035	CSNK1D	ENSG00000141551	CSNK1D	17	82239023	82273731
OID01036	TOP2B	ENSG00000077097	TOP2B	3	25597905	25664939
OID01037	AMN	ENSG00000166126	AMN	14	102922656	102933596
OID01493	PGF	ENSG00000119630	PGF	14	74941834	74955784
OID01039	MVK	ENSG00000110921	MVK	12	109573255	109598117
OID01040	ADGRG1	ENSG00000205336	ADGRG1	16	57610652	57665580
OID01041	TIGAR	ENSG00000078237	TIGAR	12	4307763	4354593
OID01042	ENAH	ENSG00000154380	ENAH	1	225486835	225653142
OID01043	EPO	ENSG00000130427	EPO	7	100720800	100723700
OID01044	PDGFC	ENSG00000145431	PDGFC	4	156760454	156971394
OID01045	AGR2	ENSG00000106541	AGR2	7	16791811	16833433
OID01046	PRKAB1	ENSG00000111725	PRKAB1	12	119667753	119681630
OID01047	DPP6	ENSG00000130226	DPP6	7	153887097	154894285
OID01048	AIFM1	ENSG00000156709	AIFM1	X	130129362	130165887
OID01049	BAMBI	ENSG00000095739	BAMBI	10	28677342	28682939
OID01050	CAPG	ENSG00000042493	CAPG	2	85394748	85418432
OID01051	BID	ENSG00000015475	BID	22	17734138	17774770
OID01053	NOS3	ENSG00000164867	NOS3	7	150990995	151014588
OID01054	TNNI3	ENSG00000129991	TNNI3	19	55151767	55157773
OID01055	CES2	ENSG00000172831	CES2	16	66934444	66945096
OID01056	INPPL1	ENSG00000165458	INPPL1	11	72223701	72239105
OID01057	SIRT5	ENSG00000124523	SIRT5	6	13574529	13615158
OID01058	ST3GAL1	ENSG00000008513	ST3GAL1	8	133454848	133571940
OID01059	FES	ENSG00000182511	FES	15	90883695	90895776
OID01060	VEGFC	ENSG00000150630	VEGFC	4	176683538	176792727
OID01061	CA14	ENSG00000118298	CA14	1	150257159	150265078
OID01062	RCOR1	ENSG00000089902	RCOR1	14	102592661	102730576
OID01063	LTA4H	ENSG00000111144	LTA4H	12	96000828	96043520
OID01064	EDIL3	ENSG00000164176	EDIL3	5	83940554	84384793
OID01065	FOXO1	ENSG00000150907	FOXO1	13	40469953	40666597
OID01066	CA12	ENSG00000074410	CA12	15	63321378	63382161
OID01067	PLIN1	ENSG00000166819	PLIN1	15	89664365	89679427
OID01068	PRKRA	ENSG00000180228	PRKRA	2	178431414	178451512
OID01069	PPM1B	ENSG00000138032	PPM1B	2	44167969	44244384
OID01070	YES1	ENSG00000176105	YES1	18	721588	812546
OID01071	ENTPD2	ENSG00000054179	ENTPD2	9	137048098	137054045
OID01072	PDP1	ENSG00000164951	PDP1	8	93857807	93926066
OID01073	VASH1	ENSG00000071246	VASH1	14	76762189	76783015
OID01074	LAT2	ENSG00000086730	LAT2	7	74199652	74229834
OID01075	KIM1	ENSG00000113249	HAVCR1	5	157029413	157059119
OID01076	STX8	ENSG00000170310	STX8	17	9250471	9576591
OID01077	ERBB2IP	ENSG00000112851	ERBIN	5	65926475	66082549
OID01078	RASA1	ENSG00000145715	RASA1	5	87267888	87391931
OID01079	MAEA	ENSG00000090316	MAEA	4	1289851	1340147
OID01080	GALNT10	ENSG00000164574	GALNT10	5	154190730	154420984
OID01081	BTC	ENSG00000174808	BTC	4	74744759	74794686
OID01082	PON2	ENSG00000105854	PON2	7	95404863	95435329
OID01083	MAGED1	ENSG00000179222	MAGED1	X	51803007	51902357
OID01084	NPPC	ENSG00000163273	NPPC	2	231921820	231926403
OID01085	BANK1	ENSG00000153064	BANK1	4	101411286	102074812
OID01086	PLXDC1	ENSG00000161381	PLXDC1	17	39063303	39154394
OID01087	NBN	ENSG00000104320	NBN	8	89933336	90003228
OID01088	MAX	ENSG00000125952	MAX	14	65006174	65102695
OID01091	ITGB1BP1	ENSG00000119185	ITGB1BP1	2	9403475	9423547
OID01092	NUB1	ENSG00000013374	NUB1	7	151341699	151378449
OID01093	RARRES1	ENSG00000118849	RARRES1	3	158696892	158732696
OID01094	RASSF2	ENSG00000101265	RASSF2	20	4780023	4823645
OID01095	CALCA	ENSG00000110680	CALCA	11	14966668	14972354
OID01096	CRH	ENSG00000147571	CRH	8	66176382	66178725
OID01097	METAP1	ENSG00000164024	METAP1	4	98995620	99062813
OID01098	PDCD1	ENSG00000188389	PDCD1	2	241849881	241858908
OID01099	PTN	ENSG00000105894	PTN	7	137227341	137343865
OID01100	SERPINA9	ENSG00000170054	SERPINA9	14	94462717	94479689
OID01101	ATP6AP2	ENSG00000182220	ATP6AP2	X	40579372	40606848
OID01102	NCF2	ENSG00000116701	NCF2	1	183555563	183590876
OID01103	FGR	ENSG00000000938	FGR	1	27612064	27635277
OID01104	PSMA1	ENSG00000129084	PSMA1	11	14504874	14643635
OID01105	HPGDS	ENSG00000163106	HPGDS	4	94298535	94342876
OID01106	STXBP3	ENSG00000116266	STXBP3	1	108746674	108809526
OID01107	FKBP1B	ENSG00000119782	FKBP1B	2	24049701	24063681
OID01108	CNTN2	ENSG00000184144	CNTN2	1	205042937	205078499
OID01109	WAS	ENSG00000015285	WAS	X	48676596	48691427
OID01110	PTPRJ	ENSG00000149177	PTPRJ	11	47980558	48170841
OID01111	RRM2B	ENSG00000048392	RRM2B	8	102204502	102239118
OID01112	PTK7	ENSG00000112655	PTK7	6	43076268	43161719
OID01113	PVALB	ENSG00000100362	PVALB	22	36800684	36819479
OID01114	EGFL7	ENSG00000172889	EGFL7	9	136658856	136672678
OID01115	FABP9	ENSG00000205186	FABP9	8	81458341	81461579
OID01116	TMPRSS15	ENSG00000154646	TMPRSS15	21	18269116	18485879
OID01117	LHB	ENSG00000104826	LHB	19	49015980	49017081
OID01118	FOSB	ENSG00000125740	FOSB	19	45467995	45475179
OID01119	CALR	ENSG00000179218	CALR	19	12938578	12944489
OID01297	LILRB1	ENSG00000104972	LILRB1	19	54617158	54637528
OID01240	IGLC2	ENSG00000211677	IGLC2	22	22900976	22901437
OID00573	TFF3	ENSG00000160180	TFF3	21	42311667	42315651
OID00652	PECAM-1	ENSG00000261371	PECAM1	17	64319415	64413776
OID01316	BCL2L11	ENSG00000153094	BCL2L11	2	111119378	111168447
OID01405	ACAN	ENSG00000157766	ACAN	15	88803443	88875354
OID01442	CD177	ENSG00000204936	CD177	19	43353659	43363172
OID00936	PPP1R9B	ENSG00000108819	PPP1R9B	17	50133735	50150630
OID00960	CDSN	ENSG00000204539	CDSN	6	31115090	31120446
OID00313	EPHB6	ENSG00000106123	EPHB6	7	142855061	142871094
OID00374	MANF	ENSG00000145050	MANF	3	51385047	51389397
OID00723	MIC-A/B	ENSG00000204520	MICA	6	31399784	31415315
OID00723	MIC-A/B	ENSG00000204516	MICB	6	31494881	31511124
OID01052	NUCB2	ENSG00000070081	NUCB2	11	17208153	17349974
OID01090	MAP4K5	ENSG00000012983	MAP4K5	14	50418501	50561126
OID00413	SOD2	ENSG00000112096	SOD2	6	159669057	159762529
